Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDW14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0382043123245239,8.30000019073486,87.7198028564453,4
Regular,FDC03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0718329101800919,8.57499980926514,194.179397583008,4
Regular,FDY02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0876293554902077,8.94499969482422,263.490997314453,4
Regular,FDC51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00962004158645868,10.8950004577637,121.672996520996,4
Regular,FDB04,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0632143467664719,11.3500003814697,88.3855972290039,4
Regular,FDW26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10703694075346,11.8000001907349,220.377197265625,4
Regular,FDC40,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0650515854358673,16,76.198600769043,4
Regular,FDL39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0633193776011467,16.1000003814697,180.931793212891,4
Regular,FDU26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0426108986139297,16.7000007629395,117.278198242188,4
Regular,FDD52,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.183260217308998,18.25,108.556999206543,4
Regular,FDF40,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0225078761577606,20.25,248.10920715332,4
Regular,FDV26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0761460512876511,20.25,197.079406738281,4
Regular,FDY26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0305047556757927,20.6000003814697,212.624404907227,4
Regular,FDL51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0474823899567127,20.7000007629395,215.987594604492,4
Regular,FDP40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0343506745994091,4.55499982833862,112.754402160645,4
Regular,FDR16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104998141527176,5.84499979019165,213.221801757813,4
Regular,FDV04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.149986863136292,7.82499980926514,158.828796386719,4
Regular,FDI53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13761892914772,8.89500045776367,161.52360534668,4
Regular,FDX52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0419946238398552,11.5,194.781997680664,4
Regular,FDC05,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0987659096717834,13.1000003814697,196.376800537109,4
Regular,FDI04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0728986486792564,13.6499996185303,198.142593383789,4
Regular,FDP28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0806252285838127,13.6499996185303,259.693603515625,4
Regular,FDR28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025891587138176,13.8500003814697,165.121002197266,4
Regular,FDW40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105125568807125,14,143.281204223633,4
Regular,FDH28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11001019179821,15.8500003814697,38.8506011962891,4
Regular,FDA28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0477928444743156,16.1000003814697,126.136199951172,4
Regular,FDV28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159698188304901,16.1000003814697,32.0558013916016,4
Regular,FDB41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0972947254776955,19,47.771800994873,4
Regular,FDS56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0387495346367359,5.78499984741211,262.025207519531,4
Regular,FDT07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0773044601082802,5.82000017166138,257.632995605469,4
Regular,FDV44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0398368947207928,8.36499977111816,191.618804931641,4
Regular,FDC33,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0689253062009811,8.96000003814697,196.976806640625,4
Regular,FDE20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00552946981042624,11.3500003814697,169.279006958008,4
Regular,FDF57,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,14.5,169.644805908203,4
Regular,FDD56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10375864803791,15.1999998092651,177.005401611328,4
Regular,FDQ32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0465996824204922,17.8500003814697,125.138801574707,4
Regular,FDW32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0942790061235428,18.3500003814697,86.3881988525391,4
Regular,FDX07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0229144785553217,19.2000007629395,181.195007324219,4
Regular,FDP31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161474421620369,21.1000003814697,62.9168014526367,4
Regular,FDW39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0369034186005592,6.69000005722046,175.136993408203,4
Regular,FDM15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0574107244610786,11.8000001907349,149.536605834961,4
Regular,FDM51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0259213205426931,11.8000001907349,101.967399597168,4
Regular,FDI07,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0337544791400433,12.3500003814697,199.042602539063,4
Regular,FDQ03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0779995024204254,15,238.024795532227,4
Regular,FDN51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0209428668022156,17.8500003814697,260.293609619141,4
Regular,FDQ15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151044875383377,20.3500003814697,79.2276000976563,4
Regular,FDJ10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.129479169845581,5.09499979019165,139.783798217773,4
Regular,FDM45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0881780534982681,8.65499973297119,122.675598144531,4
Regular,FDQ45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0109149878844619,9.5,183.860794067383,4
Regular,FDB46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0937461331486702,10.5,211.924392700195,4
Regular,FDG58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0867647975683212,10.6949996948242,156.79719543457,4
Regular,FDO21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00976117514073849,11.6000003814697,226.940399169922,4
Regular,FDO22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,13.5,78.3960037231445,4
Regular,FDO10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.012749289162457,13.6499996185303,58.8587989807129,4
Regular,FDM22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0419498309493065,14,54.0639991760254,4
Regular,FDL57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0670641288161278,15.1000003814697,257.930389404297,4
Regular,FDT09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0122609809041023,15.1499996185303,131.728393554688,4
Regular,FDY22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159690469503403,16.5,142.412796020508,4
Regular,FDZ21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0392144434154034,17.6000003814697,98.2409973144531,4
Regular,FDE23,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0531709492206573,17.6000003814697,45.6059989929199,4
Regular,DRC36,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0449763685464859,13,176.20539855957,4
Low Fat,FDA50,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.145913302898407,16.25,95.4410018920898,4
Low Fat,FDW28,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.148673579096794,18.25,197.245193481445,4
Low Fat,FDX43,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.142732843756676,5.65500020980835,167.949996948242,4
Low Fat,FDP19,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.290430307388306,11.5,130.66520690918,4
Low Fat,NCC54,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.163548052310944,17.75,239.319595336914,4
Low Fat,NCX53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0250028781592846,20.1000003814697,140.415405273438,4
Low Fat,NCQ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0486610420048237,7.72499990463257,123.741401672363,4
Low Fat,NCA29,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0456551164388657,10.5,169.810592651367,4
Low Fat,NCN26,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.048004262149334,10.8500003814697,117.58080291748,4
Low Fat,NCJ18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.274405181407928,12.3500003814697,117.112396240234,4
Low Fat,FDF58,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0,13.3000001907349,62.1510009765625,4
Low Fat,FDV24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.172856718301773,5.63500022888184,148.205001831055,4
Low Fat,FDX23,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0496979244053364,6.44500017166138,95.0436019897461,4
Low Fat,FDJ48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0944603160023689,11.3000001907349,245.311798095703,4
Low Fat,FDE24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.156437262892723,14.8500003814697,142.081207275391,4
Low Fat,FDL36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.127334758639336,15.1000003814697,88.2829971313477,4
Low Fat,FDS48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0464967787265778,15.1499996185303,149.670806884766,4
Low Fat,FDV36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0440241619944572,18.7000007629395,125.902000427246,4
Low Fat,FDU48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0926586985588074,18.8500003814697,131.428405761719,4
Low Fat,FDM13,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.105742543935776,6.42500019073486,130.562606811523,4
Low Fat,FDO37,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.0357801765203476,8.0600004196167,230.232604980469,4
Low Fat,DRE27,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.222063347697258,11.8500003814697,99.6725997924805,4
Low Fat,DRG03,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.103752814233303,14.5,155.199798583984,4
Low Fat,DRH03,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.0586904808878899,17.25,91.6119995117188,4
Low Fat,FDX50,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.12491063773632,20.1000003814697,109.622802734375,4
Low Fat,FDK28,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.109784059226513,5.69500017166138,256.064605712891,4
Low Fat,FDK40,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0,7.03499984741211,263.290985107422,4
Low Fat,FDD17,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0546108298003674,7.5,237.19059753418,4
Low Fat,FDM28,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0756619870662689,15.6999998092651,181.365997314453,4
Low Fat,FDO40,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0546127669513226,17.1000003814697,150.239196777344,4
Low Fat,FDX16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.110152527689934,17.8500003814697,150.205001831055,4
Low Fat,FDQ56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.176748260855675,6.59000015258789,82.7908020019531,4
Low Fat,FDY32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.216323003172874,7.60500001907349,165.02099609375,4
Low Fat,FDK56,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0,9.69499969482422,186.789794921875,4
Low Fat,FDM44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.0519707873463631,12.5,103.698997497559,4
Low Fat,FDG57,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.121012635529041,14.6999998092651,49.4034004211426,4
Low Fat,FDZ20,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.0574228204786777,16.1000003814697,253.735595703125,4
Low Fat,FDR07,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.130127370357513,21.3500003814697,96.2093963623047,4
Low Fat,DRI11,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.0575857236981392,8.26000022888184,113.783401489258,4
Low Fat,DRM47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.0732882767915726,9.30000019073486,189.184600830078,4
Low Fat,DRJ11,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.142425149679184,9.5,189.987197875977,4
Low Fat,DRJ59,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.0324251800775528,11.6499996185303,38.8163986206055,4
Low Fat,DRL35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0,15.6999998092651,43.3769989013672,4
Low Fat,NCU53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0715577676892281,5.4850001335144,165.784194946289,4
Low Fat,NCK29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.210511565208435,5.61499977111816,121.373001098633,4
Low Fat,NCJ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.255348294973373,7.67999982833862,84.4224014282227,4
Low Fat,NCV53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0314901098608971,8.27000045776367,239.087997436523,4
Low Fat,NCL29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.190711259841919,9.69499969482422,159.160400390625,4
Low Fat,NCV05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0505628548562527,10.1000003814697,153.365600585938,4
Low Fat,NCM29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0295294746756554,11.5,132.66259765625,4
Low Fat,NCZ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.132952287793159,12.1499996185303,37.6506004333496,4
Low Fat,NCO41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0315491296350956,12.5,99.0383987426758,4
Low Fat,NCP17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0,19.3500003814697,65.3168029785156,4
Low Fat,NCP05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0423245541751385,19.6000003814697,150.902404785156,4
Low Fat,NCJ43,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0453086271882057,6.63500022888184,173.139602661133,4
Low Fat,NCE31,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.309390246868134,7.67000007629395,33.2215995788574,4
Low Fat,NCD43,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0268141236156225,8.85000038146973,103.796401977539,4
Low Fat,NCO14,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0496177636086941,9.60000038146973,44.2085990905762,4
Low Fat,NCH54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.12163320928812,13.5,161.692001342773,4
Low Fat,NCX18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0147193251177669,14.1499996185303,196.910995483398,4
Low Fat,NCL06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.120624773204327,14.6499996185303,261.759399414063,4
Low Fat,NCN30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0284431409090757,16.3500003814697,98.140998840332,4
Low Fat,NCQ54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0209933631122112,17.7000007629395,166.847396850586,4
Low Fat,NCF54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0792994722723961,18,170.542205810547,4
Low Fat,NCW42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0978650897741318,18.2000007629395,221.845596313477,4
Low Fat,NCA30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.216478154063225,19,190.187194824219,4
Low Fat,NCG43,Household,2011,OUT010,Tier 3,High,Grocery Store,0.124261617660522,20.2000007629395,93.6462020874023,4
Low Fat,NCR30,Household,2011,OUT010,Tier 3,High,Grocery Store,0.118827685713768,20.6000003814697,75.0696029663086,4
Low Fat,FDJ07,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0241420194506645,7.26000022888184,117.415000915527,4
Low Fat,FDK15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.164724573493004,10.8000001907349,98.4041976928711,4
Low Fat,FDP39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.116203159093857,12.6499996185303,53.532398223877,4
Low Fat,FDI19,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0876048728823662,15.1000003814697,242.251205444336,4
Low Fat,NCP55,Others,2011,OUT010,Tier 3,High,Grocery Store,0,14.6499996185303,56.4613990783691,4
Low Fat,NCN14,Others,2011,OUT010,Tier 3,High,Grocery Store,0.153851523995399,19.1000003814697,185.160797119141,4
Low Fat,FDF33,Seafood,2011,OUT010,Tier 3,High,Grocery Store,0.036045990884304,7.96999979019165,107.559600830078,4
Low Fat,FDF22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0951229110360146,6.86499977111816,212.321792602539,4
Low Fat,FDX21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.142215698957443,7.05000019073486,108.791198730469,4
Low Fat,FDE34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.180588081479073,9.19499969482422,182.263397216797,4
Low Fat,FDI22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.161039888858795,12.6000003814697,210.261199951172,4
Low Fat,FDR21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.112036235630512,19.7000007629395,174.936996459961,4
Low Fat,FDH10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0825264751911163,21,191.847793579102,4
Low Fat,FDW10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.118297606706619,21.2000007629395,175.037002563477,4
Low Fat,DRG49,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.112906336784363,7.80999994277954,243.548599243164,4
Low Fat,DRE01,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.279783517122269,10.1000003814697,241.851196289063,4
Low Fat,DRI37,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.180096790194511,15.8500003814697,57.3903999328613,4
Regular,FDY24,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.223440259695053,4.88000011444092,52.2298011779785,4
Regular,FDT24,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.311090379953384,12.3500003814697,79.2328033447266,4
Regular,FDU12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.126791760325432,15.5,262.156799316406,4
Regular,FDU60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.100262068212032,20,169.613204956055,4
Regular,FDQ47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.281509518623352,7.15500020980835,33.8874015808105,4
Regular,FDO11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.0506572313606739,8,249.909194946289,4
Regular,FDM25,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,0.101542010903358,10.6949996948242,173.771194458008,4
Regular,FDN49,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,0.20960009098053,17.25,40.3479995727539,4
Regular,FDI38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.0244824327528477,13.3500003814697,205.763793945313,4
Regular,FDC14,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.0690424889326096,14.5,41.4454002380371,4
Regular,FDH14,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.07834792137146,17.1000003814697,141.883804321289,4
Regular,FDV01,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.142189845442772,19.2000007629395,153.831405639648,4
Regular,FDZ26,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.241055607795715,11.6000003814697,238.522201538086,4
Regular,FDB40,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.0126202208921313,17.5,144.810195922852,4
Regular,FDY26,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.0510683655738831,20.6000003814697,213.024398803711,4
Regular,FDE28,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.221856489777565,9.5,231.866806030273,4
Regular,FDW40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175991922616959,14,140.781204223633,4
Regular,FDB41,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.162882223725319,19,46.8717994689941,4
Regular,FDH53,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0321364179253578,20.5,83.9591979980469,4
Regular,FDN08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.147904321551323,7.71999979019165,116.646598815918,4
Regular,FDW44,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0588359273970127,9.5,170.24479675293,4
Regular,FDM08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0896889790892601,10.1000003814697,225.508804321289,4
Regular,FDZ08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0,12.5,80.8591995239258,4
Regular,FDS19,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.107469819486141,13.8000001907349,77.8012008666992,4
Regular,FDC21,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.071904256939888,14.6000003814697,106.825401306152,4
Regular,FDZ07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.157154813408852,15.1000003814697,62.2193984985352,4
Regular,FDD56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.173703551292419,15.1999998092651,175.805404663086,4
Regular,FDL32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.204984530806541,15.6999998092651,111.054397583008,4
Regular,FDT56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.193477988243103,16,55.9245986938477,4
Regular,FDY56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.104463897645473,16.3500003814697,227.106201171875,4
Regular,FDP44,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.133424177765846,16.5,102.233200073242,4
Regular,FDW32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.157833576202393,18.3500003814697,87.5882034301758,4
Regular,FDR20,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0,20,46.4743995666504,4
Regular,FDX31,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0248150248080492,20.3500003814697,234.095794677734,4
Regular,FDJ20,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.16767230629921,20.7000007629395,124.238800048828,4
Regular,FDP03,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.102397888898849,5.15000009536743,122.138801574707,4
Regular,FDY39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0787163898348808,5.30499982833862,183.560806274414,4
Regular,FDT51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0182758159935474,11.6499996185303,110.854400634766,4
Regular,FDX39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0831477046012878,14.3000001907349,210.158599853516,4
Regular,FDQ51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.0293772388249636,16,46.1717987060547,4
Regular,FDU27,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.28701713681221,18.6000003814697,48.8376007080078,4
Regular,FDJ57,Seafood,2011,OUT010,Tier 3,High,Grocery Store,0.0361098572611809,7.42000007629395,186.558197021484,4
Regular,FDS45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0493701808154583,5.17500019073486,106.762199401855,4
Regular,FDF34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0234655905514956,9.30000019073486,197.6083984375,4
Regular,FDG58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.14525394141674,10.6949996948242,156.897201538086,4
Regular,FDG34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.062885195016861,11.5,106.725402832031,4
Regular,FDW09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0433861315250397,13.6499996185303,80.2302017211914,4
Regular,FDT10,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.103849783539772,16.7000007629395,58.856201171875,4
Regular,DRA59,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.214125126600266,8.27000045776367,183.992401123047,4
Regular,DRA24,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.0668316856026649,19.3500003814697,163.886795043945,4
Regular,DRL01,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.129170641303062,19.5,233.995803833008,4
Regular,FDD47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.238366439938545,7.59999990463257,171.844802856445,4
Regular,FDH47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.215611934661865,13.5,98.6067962646484,4
Low Fat,DRK59,Hard Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.126287534832954,8.89500045776367,235.561599731445,4
Low Fat,NCX54,Household,2011,OUT010,Tier 3,Small,Grocery Store,0.0804423689842224,9.19499969482422,107.762199401855,4
Low Fat,NCI31,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.136124983429909,20,38.3190002441406,4
Regular,FDM12,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.117026716470718,16.7000007629395,189.221405029297,4
Regular,FDL14,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.0538273490965366,8.11499977111816,155.29719543457,4
Regular,FDL52,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.077145554125309,6.63500022888184,39.8506011962891,4
Regular,FDF56,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.199955269694328,16.7000007629395,182.397598266602,4
Regular,FDT39,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.0165168661624193,6.26000022888184,151.136596679688,4
Regular,FDC59,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.0914375856518745,16.7000007629395,64.3168029785156,4
Low Fat,FDK14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0410715825855732,6.98000001907349,82.5933990478516,4
Low Fat,FDD02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0,16.6000003814697,117.312400817871,4
Low Fat,FDC17,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0154478596523404,12.1499996185303,211.29280090332,4
